timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu
2025/06/21 04:04:15.673, 86, 51, 5678, 63
2025/06/21 04:04:16.673, 85, 50, 5678, 64
2025/06/21 04:04:17.673, 86, 50, 5678, 64
2025/06/21 04:04:18.674, 85, 49, 5678, 64
2025/06/21 04:04:19.674, 84, 49, 5678, 65
2025/06/21 04:04:20.674, 84, 49, 5678, 65
2025/06/21 04:04:21.674, 86, 51, 5678, 65
2025/06/21 04:04:22.674, 85, 50, 5678, 65
2025/06/21 04:04:23.674, 84, 50, 5678, 65
2025/06/21 04:04:24.675, 86, 50, 5678, 66
2025/06/21 04:04:25.675, 86, 50, 5678, 66
2025/06/21 04:04:26.675, 84, 49, 5678, 66
2025/06/21 04:04:27.675, 84, 49, 5678, 66
2025/06/21 04:04:28.675, 85, 49, 5678, 66
2025/06/21 04:04:29.675, 84, 49, 5680, 61
2025/06/21 04:04:30.676, 0, 0, 5680, 59
2025/06/21 04:04:31.676, 0, 0, 5680, 58
2025/06/21 04:04:32.676, 0, 0, 5680, 58
2025/06/21 04:04:33.676, 0, 0, 5680, 57
2025/06/21 04:04:34.676, 46, 3, 4152, 57
